entity1	entity2	pred_class
15917436.s55.e8	15917436.s55.e9	norelation
15917436.s55.e1	15917436.s55.e3	norelation
15917436.s55.e1	15917436.s55.e4	norelation
15917436.s55.e1	15917436.s55.e5	norelation
15917436.s55.e1	15917436.s55.e7	norelation
15917436.s55.e1	15917436.s55.e2	norelation
15917436.s55.e1	15917436.s55.e6	norelation
15917436.s55.e1	15917436.s55.e9	norelation
15917436.s55.e3	15917436.s55.e4	norelation
15917436.s55.e3	15917436.s55.e5	norelation
15917436.s55.e3	15917436.s55.e7	norelation
15917436.s55.e2	15917436.s55.e3	norelation
15917436.s55.e3	15917436.s55.e6	norelation
15917436.s55.e3	15917436.s55.e9	norelation
15917436.s55.e4	15917436.s55.e5	norelation
15917436.s55.e4	15917436.s55.e7	norelation
15917436.s55.e2	15917436.s55.e4	norelation
15917436.s55.e4	15917436.s55.e6	norelation
15917436.s55.e4	15917436.s55.e9	norelation
15917436.s55.e5	15917436.s55.e7	norelation
15917436.s55.e2	15917436.s55.e5	norelation
15917436.s55.e5	15917436.s55.e6	norelation
15917436.s55.e5	15917436.s55.e9	norelation
15917436.s55.e2	15917436.s55.e7	norelation
15917436.s55.e6	15917436.s55.e7	norelation
15917436.s55.e7	15917436.s55.e9	norelation
15917436.s55.e2	15917436.s55.e6	norelation
15917436.s55.e2	15917436.s55.e9	norelation
15917436.s55.e6	15917436.s55.e9	norelation
15917436.s57.e2	15917436.s57.e3	norelation
15917436.s57.e1	15917436.s57.e3	effect
15917436.s57.e1	15917436.s57.e2	effect
15917436.s60.e1	15917436.s60.e2	advise
15917436.s60.e1	15917436.s60.e3	advise
15917436.s60.e2	15917436.s60.e3	norelation
15917436.s61.e1	15917436.s61.e3	advise
15917436.s61.e1	15917436.s61.e2	norelation
15917436.s61.e2	15917436.s61.e3	advise
15917436.s173.e1	15917436.s173.e2	norelation
16504174.s65.e1	16504174.s65.e2	norelation
16504174.s106.e1	16504174.s106.e2	norelation
16504174.s141.e1	16504174.s141.e2	norelation
16504174.s144.e1	16504174.s144.e2	norelation
16504174.s153.e2	16504174.s153.e3	advise
16504174.s153.e1	16504174.s153.e3	advise
16504174.s155.e1	16504174.s155.e3	norelation
16504174.s155.e2	16504174.s155.e3	norelation
16504174.s159.e1	16504174.s159.e2	norelation
16504174.s160.e1	16504174.s160.e3	norelation
16504174.s160.e2	16504174.s160.e3	norelation
16504174.s166.e1	16504174.s166.e2	norelation
16700629.s170.e2	16700629.s170.e3	norelation
16700629.s170.e1	16700629.s170.e3	norelation
14723793.s178.e1	14723793.s178.e2	norelation
14723793.s180.e1	14723793.s180.e2	advise
14723793.s181.e1	14723793.s181.e2	norelation
17194222.s224.e1	17194222.s224.e2	norelation
17194222.s255.e1	17194222.s255.e2	norelation
17194222.s256.e2	17194222.s256.e4	norelation
17194222.s256.e3	17194222.s256.e4	norelation
17194222.s256.e1	17194222.s256.e4	norelation
17194222.s256.e2	17194222.s256.e3	norelation
17194222.s256.e1	17194222.s256.e2	norelation
17194222.s256.e1	17194222.s256.e3	norelation
17194222.s262.e1	17194222.s262.e2	norelation
17194222.s268.e1	17194222.s268.e2	norelation
17194222.s273.e1	17194222.s273.e2	norelation
17194222.s273.e1	17194222.s273.e4	norelation
17194222.s273.e1	17194222.s273.e3	norelation
17194222.s273.e2	17194222.s273.e4	norelation
17194222.s273.e2	17194222.s273.e3	norelation
17194222.s273.e3	17194222.s273.e4	norelation
17194222.s275.e2	17194222.s275.e7	norelation
17194222.s275.e3	17194222.s275.e7	norelation
17194222.s275.e7	17194222.s275.e8	norelation
17194222.s275.e6	17194222.s275.e7	norelation
17194222.s275.e5	17194222.s275.e7	norelation
17194222.s275.e4	17194222.s275.e7	norelation
17194222.s275.e1	17194222.s275.e7	norelation
17194222.s275.e2	17194222.s275.e3	norelation
17194222.s275.e2	17194222.s275.e8	norelation
17194222.s275.e2	17194222.s275.e6	norelation
17194222.s275.e2	17194222.s275.e5	norelation
17194222.s275.e2	17194222.s275.e4	norelation
17194222.s275.e1	17194222.s275.e2	norelation
17194222.s275.e3	17194222.s275.e8	norelation
17194222.s275.e3	17194222.s275.e6	norelation
17194222.s275.e3	17194222.s275.e5	norelation
17194222.s275.e3	17194222.s275.e4	norelation
17194222.s275.e1	17194222.s275.e3	norelation
17194222.s275.e6	17194222.s275.e8	norelation
17194222.s275.e5	17194222.s275.e8	norelation
17194222.s275.e4	17194222.s275.e8	norelation
17194222.s275.e1	17194222.s275.e8	norelation
17194222.s275.e5	17194222.s275.e6	norelation
17194222.s275.e4	17194222.s275.e6	norelation
17194222.s275.e1	17194222.s275.e6	norelation
17194222.s275.e4	17194222.s275.e5	norelation
17194222.s275.e1	17194222.s275.e5	norelation
17194222.s275.e1	17194222.s275.e4	norelation
17194222.s278.e1	17194222.s278.e2	norelation
16507151.s21.e1	16507151.s21.e3	norelation
16507151.s21.e2	16507151.s21.e3	norelation
16507151.s21.e1	16507151.s21.e2	norelation
16507151.s28.e1	16507151.s28.e2	norelation
16507151.s29.e1	16507151.s29.e2	norelation
16507151.s39.e4	16507151.s39.e6	norelation
16507151.s39.e4	16507151.s39.e5	norelation
16507151.s39.e1	16507151.s39.e4	norelation
16507151.s39.e3	16507151.s39.e4	norelation
16507151.s39.e2	16507151.s39.e4	norelation
16507151.s39.e5	16507151.s39.e6	norelation
16507151.s39.e1	16507151.s39.e6	norelation
16507151.s39.e3	16507151.s39.e6	norelation
16507151.s39.e2	16507151.s39.e6	norelation
16507151.s39.e1	16507151.s39.e5	norelation
16507151.s39.e3	16507151.s39.e5	norelation
16507151.s39.e2	16507151.s39.e5	norelation
16507151.s39.e1	16507151.s39.e3	norelation
16507151.s39.e1	16507151.s39.e2	norelation
16507151.s39.e2	16507151.s39.e3	norelation
15550985.s221.e2	15550985.s221.e3	mechanism
15550985.s221.e1	15550985.s221.e3	norelation
15550985.s221.e1	15550985.s221.e2	norelation
16255782.s13.e1	16255782.s13.e2	norelation
16255782.s32.e1	16255782.s32.e2	norelation
15207008.s183.e1	15207008.s183.e2	norelation
15207008.s204.e1	15207008.s204.e2	norelation
15207008.s234.e2	15207008.s234.e3	norelation
15207008.s234.e1	15207008.s234.e3	norelation
15207008.s236.e2	15207008.s236.e3	norelation
15207008.s236.e1	15207008.s236.e3	norelation
15207008.s238.e2	15207008.s238.e3	norelation
15207008.s238.e1	15207008.s238.e3	norelation
15207008.s239.e1	15207008.s239.e3	norelation
15207008.s239.e2	15207008.s239.e3	advise
15207008.s240.e1	15207008.s240.e3	norelation
15207008.s240.e2	15207008.s240.e3	norelation
17425782.s144.e1	17425782.s144.e2	norelation
17425782.s219.e1	17425782.s219.e3	effect
17425782.s235.e1	17425782.s235.e2	norelation
17002498.s255.e1	17002498.s255.e3	norelation
17002498.s255.e2	17002498.s255.e3	norelation
17002498.s255.e3	17002498.s255.e4	norelation
17002498.s255.e1	17002498.s255.e4	norelation
17002498.s255.e2	17002498.s255.e4	norelation
17002498.s258.e4	17002498.s258.e7	norelation
17002498.s258.e1	17002498.s258.e7	norelation
17002498.s258.e3	17002498.s258.e7	norelation
17002498.s258.e2	17002498.s258.e7	norelation
17002498.s258.e5	17002498.s258.e7	norelation
17002498.s258.e6	17002498.s258.e7	norelation
17002498.s258.e1	17002498.s258.e4	norelation
17002498.s258.e3	17002498.s258.e4	norelation
17002498.s258.e2	17002498.s258.e4	norelation
17002498.s258.e4	17002498.s258.e5	norelation
17002498.s258.e4	17002498.s258.e6	norelation
17002498.s258.e1	17002498.s258.e3	norelation
17002498.s258.e1	17002498.s258.e2	norelation
17002498.s258.e1	17002498.s258.e5	norelation
17002498.s258.e1	17002498.s258.e6	norelation
17002498.s258.e2	17002498.s258.e3	norelation
17002498.s258.e3	17002498.s258.e5	norelation
17002498.s258.e3	17002498.s258.e6	norelation
17002498.s258.e2	17002498.s258.e5	norelation
17002498.s258.e2	17002498.s258.e6	norelation
17002498.s258.e5	17002498.s258.e6	norelation
17002498.s261.e3	17002498.s261.e4	norelation
17002498.s261.e2	17002498.s261.e3	norelation
17002498.s261.e1	17002498.s261.e3	norelation
17002498.s261.e3	17002498.s261.e5	norelation
17002498.s261.e2	17002498.s261.e4	norelation
17002498.s261.e1	17002498.s261.e4	mechanism
17002498.s261.e4	17002498.s261.e5	mechanism
17002498.s261.e2	17002498.s261.e5	norelation
17002498.s261.e1	17002498.s261.e5	norelation
17002498.s272.e1	17002498.s272.e2	norelation
17002498.s275.e1	17002498.s275.e2	effect
17002498.s276.e1	17002498.s276.e2	advise
17002498.s282.e1	17002498.s282.e2	norelation
14609438.s55.e1	14609438.s55.e2	effect
14609438.s85.e1	14609438.s85.e2	norelation
14609438.s116.e1	14609438.s116.e2	int
14609438.s121.e1	14609438.s121.e2	norelation
14609438.s144.e1	14609438.s144.e2	advise
14611657.s184.e1	14611657.s184.e2	advise
16433929.s17.e1	16433929.s17.e2	norelation
16433929.s165.e2	16433929.s165.e5	norelation
16433929.s165.e5	16433929.s165.e6	norelation
16433929.s165.e1	16433929.s165.e5	norelation
16433929.s165.e5	16433929.s165.e8	norelation
16433929.s165.e4	16433929.s165.e5	norelation
16433929.s165.e3	16433929.s165.e5	norelation
16433929.s165.e5	16433929.s165.e7	norelation
16433929.s165.e2	16433929.s165.e6	norelation
16433929.s165.e1	16433929.s165.e2	norelation
16433929.s165.e2	16433929.s165.e8	norelation
16433929.s165.e2	16433929.s165.e4	norelation
16433929.s165.e2	16433929.s165.e3	norelation
16433929.s165.e2	16433929.s165.e7	norelation
16433929.s165.e1	16433929.s165.e6	norelation
16433929.s165.e6	16433929.s165.e8	norelation
16433929.s165.e4	16433929.s165.e6	norelation
16433929.s165.e3	16433929.s165.e6	norelation
16433929.s165.e6	16433929.s165.e7	norelation
16433929.s165.e1	16433929.s165.e8	norelation
16433929.s165.e1	16433929.s165.e4	norelation
16433929.s165.e1	16433929.s165.e3	norelation
16433929.s165.e1	16433929.s165.e7	norelation
16433929.s165.e4	16433929.s165.e8	norelation
16433929.s165.e3	16433929.s165.e8	norelation
16433929.s165.e7	16433929.s165.e8	effect
16433929.s165.e3	16433929.s165.e4	norelation
16433929.s165.e4	16433929.s165.e7	norelation
16433929.s165.e3	16433929.s165.e7	norelation
16433929.s170.e2	16433929.s170.e3	norelation
16433929.s170.e1	16433929.s170.e2	norelation
16433929.s170.e1	16433929.s170.e3	norelation
16433929.s202.e2	16433929.s202.e3	norelation
16433929.s202.e1	16433929.s202.e3	norelation
16870721.s55.e1	16870721.s55.e2	norelation
16870721.s64.e1	16870721.s64.e5	effect
16870721.s64.e1	16870721.s64.e4	effect
16870721.s64.e1	16870721.s64.e6	effect
16870721.s64.e1	16870721.s64.e3	effect
16870721.s64.e1	16870721.s64.e2	norelation
16870721.s64.e1	16870721.s64.e7	effect
16870721.s64.e4	16870721.s64.e5	norelation
16870721.s64.e5	16870721.s64.e6	norelation
16870721.s64.e3	16870721.s64.e5	norelation
16870721.s64.e2	16870721.s64.e5	norelation
16870721.s64.e5	16870721.s64.e7	norelation
16870721.s64.e4	16870721.s64.e6	norelation
16870721.s64.e3	16870721.s64.e4	norelation
16870721.s64.e2	16870721.s64.e4	norelation
16870721.s64.e4	16870721.s64.e7	norelation
16870721.s64.e3	16870721.s64.e6	norelation
16870721.s64.e2	16870721.s64.e6	norelation
16870721.s64.e6	16870721.s64.e7	norelation
16870721.s64.e2	16870721.s64.e3	norelation
16870721.s64.e3	16870721.s64.e7	norelation
16870721.s64.e2	16870721.s64.e7	norelation
16870721.s67.e1	16870721.s67.e2	norelation
16870721.s68.e1	16870721.s68.e2	norelation
16870721.s68.e1	16870721.s68.e3	norelation
16870721.s68.e2	16870721.s68.e3	norelation
16870721.s71.e1	16870721.s71.e4	norelation
16870721.s71.e1	16870721.s71.e2	norelation
16870721.s71.e1	16870721.s71.e3	norelation
16870721.s71.e2	16870721.s71.e4	advise
16870721.s71.e3	16870721.s71.e4	norelation
16870721.s71.e2	16870721.s71.e3	advise
16110338.s71.e1	16110338.s71.e2	norelation
16110338.s172.e2	16110338.s172.e3	mechanism
16110338.s172.e1	16110338.s172.e3	norelation
16110338.s175.e1	16110338.s175.e2	norelation
16110338.s220.e1	16110338.s220.e3	norelation
16110338.s220.e1	16110338.s220.e2	norelation
16110338.s220.e2	16110338.s220.e3	norelation
16110338.s225.e1	16110338.s225.e2	norelation
16110338.s258.e2	16110338.s258.e3	norelation
16110338.s258.e1	16110338.s258.e3	norelation
16110338.s258.e3	16110338.s258.e4	norelation
16110338.s258.e1	16110338.s258.e2	norelation
16110338.s258.e2	16110338.s258.e4	norelation
16110338.s258.e1	16110338.s258.e4	norelation
15320950.s11.e1	15320950.s11.e2	norelation
15320950.s13.e1	15320950.s13.e2	norelation
15320950.s17.e3	15320950.s17.e6	norelation
15320950.s17.e2	15320950.s17.e6	norelation
15320950.s17.e6	15320950.s17.e7	norelation
15320950.s17.e1	15320950.s17.e6	norelation
15320950.s17.e4	15320950.s17.e6	norelation
15320950.s17.e2	15320950.s17.e3	norelation
15320950.s17.e3	15320950.s17.e7	norelation
15320950.s17.e1	15320950.s17.e3	norelation
15320950.s17.e3	15320950.s17.e5	norelation
15320950.s17.e3	15320950.s17.e4	norelation
15320950.s17.e2	15320950.s17.e7	norelation
15320950.s17.e1	15320950.s17.e2	norelation
15320950.s17.e2	15320950.s17.e5	norelation
15320950.s17.e2	15320950.s17.e4	norelation
15320950.s17.e1	15320950.s17.e7	norelation
15320950.s17.e5	15320950.s17.e7	norelation
15320950.s17.e4	15320950.s17.e7	norelation
15320950.s17.e1	15320950.s17.e5	norelation
15320950.s17.e1	15320950.s17.e4	norelation
15320950.s29.e1	15320950.s29.e3	norelation
15320950.s29.e1	15320950.s29.e2	norelation
15320950.s30.e1	15320950.s30.e2	effect
15320950.s31.e1	15320950.s31.e2	norelation
15320950.s32.e2	15320950.s32.e3	norelation
15320950.s32.e3	15320950.s32.e4	norelation
15320950.s32.e1	15320950.s32.e3	norelation
15320950.s32.e2	15320950.s32.e4	norelation
15320950.s32.e1	15320950.s32.e2	norelation
15320950.s32.e1	15320950.s32.e4	norelation
15320950.s61.e1	15320950.s61.e2	norelation
15320950.s61.e2	15320950.s61.e4	norelation
15320950.s61.e1	15320950.s61.e4	norelation
15320950.s61.e3	15320950.s61.e4	norelation
15320950.s70.e1	15320950.s70.e2	mechanism
15320950.s185.e3	15320950.s185.e4	norelation
15320950.s185.e1	15320950.s185.e3	norelation
15320950.s185.e2	15320950.s185.e3	norelation
15320950.s185.e3	15320950.s185.e5	norelation
15320950.s185.e1	15320950.s185.e4	norelation
15320950.s185.e4	15320950.s185.e5	norelation
15320950.s185.e1	15320950.s185.e2	norelation
15320950.s185.e1	15320950.s185.e5	norelation
15320950.s186.e1	15320950.s186.e2	norelation
15320950.s198.e1	15320950.s198.e2	norelation
15320950.s198.e2	15320950.s198.e3	norelation
15320950.s198.e1	15320950.s198.e3	norelation
15320950.s201.e2	15320950.s201.e4	norelation
15320950.s201.e1	15320950.s201.e4	norelation
15320950.s201.e1	15320950.s201.e2	norelation
15320950.s202.e1	15320950.s202.e4	effect
15320950.s202.e1	15320950.s202.e3	norelation
15320950.s202.e1	15320950.s202.e2	norelation
15320950.s202.e3	15320950.s202.e4	effect
15320950.s202.e2	15320950.s202.e4	norelation
15320950.s203.e1	15320950.s203.e2	norelation
15320950.s205.e1	15320950.s205.e2	effect
15320950.s207.e1	15320950.s207.e2	norelation
15040800.s7.e2	15040800.s7.e3	norelation
15040800.s7.e1	15040800.s7.e3	norelation
15040800.s7.e1	15040800.s7.e2	norelation
15040800.s9.e1	15040800.s9.e2	effect
15040800.s11.e2	15040800.s11.e3	norelation
15040800.s14.e1	15040800.s14.e2	norelation
15040800.s16.e2	15040800.s16.e4	norelation
15040800.s17.e1	15040800.s17.e2	norelation
15040800.s18.e2	15040800.s18.e5	effect
15040800.s18.e2	15040800.s18.e3	norelation
15040800.s18.e2	15040800.s18.e4	norelation
15040800.s18.e3	15040800.s18.e5	effect
15040800.s18.e3	15040800.s18.e4	norelation
15040800.s29.e2	15040800.s29.e3	norelation
15040800.s29.e1	15040800.s29.e2	norelation
15040800.s29.e1	15040800.s29.e3	norelation
15040800.s41.e2	15040800.s41.e3	norelation
15040800.s41.e2	15040800.s41.e5	norelation
15040800.s41.e2	15040800.s41.e4	norelation
15040800.s41.e1	15040800.s41.e2	norelation
15040800.s41.e3	15040800.s41.e5	norelation
15040800.s41.e3	15040800.s41.e4	norelation
15040800.s41.e1	15040800.s41.e3	norelation
15040800.s41.e4	15040800.s41.e5	norelation
15040800.s41.e1	15040800.s41.e5	norelation
15040800.s41.e1	15040800.s41.e4	norelation
15040800.s44.e2	15040800.s44.e4	norelation
15040800.s44.e2	15040800.s44.e3	norelation
15040800.s44.e1	15040800.s44.e4	norelation
15040800.s44.e3	15040800.s44.e4	norelation
15040800.s44.e1	15040800.s44.e3	norelation
15040800.s45.e1	15040800.s45.e2	norelation
15040800.s51.e3	15040800.s51.e5	norelation
15040800.s51.e2	15040800.s51.e3	norelation
15040800.s51.e1	15040800.s51.e3	norelation
15040800.s51.e2	15040800.s51.e5	norelation
15040800.s51.e4	15040800.s51.e5	norelation
15040800.s51.e1	15040800.s51.e5	norelation
15040800.s51.e2	15040800.s51.e4	norelation
15040800.s51.e1	15040800.s51.e2	norelation
15040800.s51.e1	15040800.s51.e4	norelation
15040800.s54.e1	15040800.s54.e2	mechanism
15040800.s64.e1	15040800.s64.e2	norelation
15040800.s78.e2	15040800.s78.e3	norelation
15040800.s78.e1	15040800.s78.e3	norelation
15040800.s78.e1	15040800.s78.e2	norelation
15040800.s81.e2	15040800.s81.e4	norelation
15040800.s81.e3	15040800.s81.e4	mechanism
15040800.s81.e1	15040800.s81.e4	advise
15040800.s81.e4	15040800.s81.e5	norelation
15040800.s81.e2	15040800.s81.e3	norelation
15040800.s81.e1	15040800.s81.e2	advise
15040800.s81.e2	15040800.s81.e5	advise
15040800.s81.e1	15040800.s81.e3	advise
15040800.s81.e3	15040800.s81.e5	norelation
15040800.s81.e1	15040800.s81.e5	norelation
15040800.s84.e1	15040800.s84.e2	norelation
15040800.s86.e1	15040800.s86.e2	norelation
15040800.s94.e1	15040800.s94.e2	norelation
15040800.s97.e2	15040800.s97.e4	mechanism
15040800.s97.e1	15040800.s97.e4	effect
15040800.s97.e3	15040800.s97.e4	mechanism
15040800.s97.e1	15040800.s97.e2	mechanism
15040800.s97.e2	15040800.s97.e3	norelation
15040800.s97.e1	15040800.s97.e3	mechanism
15040800.s98.e1	15040800.s98.e2	effect
15040800.s98.e2	15040800.s98.e3	norelation
15040800.s98.e1	15040800.s98.e3	effect
15040800.s100.e1	15040800.s100.e2	norelation
15040800.s103.e1	15040800.s103.e3	norelation
15040800.s103.e1	15040800.s103.e2	norelation
15040800.s103.e2	15040800.s103.e3	norelation
15040800.s104.e1	15040800.s104.e2	norelation
15040800.s105.e1	15040800.s105.e2	norelation
15040800.s109.e1	15040800.s109.e2	effect
15040800.s109.e1	15040800.s109.e3	norelation
15040800.s109.e2	15040800.s109.e3	norelation
15040800.s113.e1	15040800.s113.e2	norelation
15040800.s113.e1	15040800.s113.e3	norelation
15040800.s116.e1	15040800.s116.e2	mechanism
15040800.s122.e1	15040800.s122.e2	norelation
15040800.s126.e2	15040800.s126.e4	norelation
15040800.s126.e1	15040800.s126.e2	advise
15040800.s126.e2	15040800.s126.e5	norelation
15040800.s126.e2	15040800.s126.e3	norelation
15040800.s126.e1	15040800.s126.e4	advise
15040800.s126.e4	15040800.s126.e5	norelation
15040800.s126.e3	15040800.s126.e4	norelation
15040800.s126.e1	15040800.s126.e5	advise
15040800.s126.e1	15040800.s126.e3	advise
15040800.s126.e3	15040800.s126.e5	norelation
15040800.s128.e1	15040800.s128.e4	norelation
15040800.s128.e4	15040800.s128.e5	norelation
15040800.s128.e2	15040800.s128.e4	norelation
15040800.s128.e3	15040800.s128.e4	norelation
15040800.s128.e1	15040800.s128.e5	norelation
15040800.s128.e1	15040800.s128.e2	norelation
15040800.s128.e1	15040800.s128.e3	norelation
15040800.s128.e2	15040800.s128.e5	norelation
15040800.s128.e3	15040800.s128.e5	norelation
15040800.s128.e2	15040800.s128.e3	norelation
15040800.s132.e3	15040800.s132.e6	norelation
15040800.s132.e1	15040800.s132.e3	norelation
15040800.s132.e2	15040800.s132.e3	norelation
15040800.s132.e3	15040800.s132.e5	norelation
15040800.s132.e1	15040800.s132.e6	norelation
15040800.s132.e2	15040800.s132.e6	norelation
15040800.s132.e5	15040800.s132.e6	norelation
15040800.s132.e1	15040800.s132.e2	norelation
15040800.s132.e1	15040800.s132.e5	norelation
15040800.s132.e2	15040800.s132.e5	norelation
15040800.s133.e1	15040800.s133.e2	norelation
15040800.s134.e1	15040800.s134.e3	norelation
15040800.s134.e2	15040800.s134.e3	norelation
15040800.s134.e1	15040800.s134.e2	norelation
15040800.s134.e1	15040800.s134.e4	norelation
15040800.s134.e2	15040800.s134.e4	norelation
15040800.s136.e1	15040800.s136.e2	norelation
15040800.s137.e1	15040800.s137.e3	norelation
15040800.s138.e2	15040800.s138.e3	norelation
15040800.s138.e3	15040800.s138.e5	effect
15040800.s138.e2	15040800.s138.e4	norelation
15040800.s138.e4	15040800.s138.e5	norelation
15040800.s138.e2	15040800.s138.e5	mechanism
15040800.s163.e1	15040800.s163.e2	norelation
15040800.s166.e1	15040800.s166.e2	norelation
15040800.s170.e1	15040800.s170.e4	norelation
15040800.s170.e1	15040800.s170.e2	norelation
15040800.s170.e2	15040800.s170.e4	norelation
15040800.s171.e1	15040800.s171.e2	norelation
15040800.s171.e1	15040800.s171.e3	norelation
15040800.s171.e2	15040800.s171.e3	norelation
15040800.s172.e1	15040800.s172.e2	norelation
15040800.s184.e1	15040800.s184.e2	norelation
15040800.s207.e2	15040800.s207.e3	norelation
15040800.s207.e1	15040800.s207.e2	mechanism
15040800.s207.e1	15040800.s207.e3	mechanism
15040800.s208.e2	15040800.s208.e3	mechanism
15040800.s208.e1	15040800.s208.e2	norelation
15040800.s208.e1	15040800.s208.e3	mechanism
15040800.s209.e1	15040800.s209.e3	norelation
15040800.s209.e1	15040800.s209.e2	norelation
15040800.s210.e1	15040800.s210.e2	norelation
15040800.s214.e2	15040800.s214.e3	norelation
15040800.s214.e1	15040800.s214.e3	norelation
15040800.s214.e1	15040800.s214.e2	norelation
15040800.s220.e1	15040800.s220.e2	norelation
15040800.s221.e1	15040800.s221.e3	norelation
15040800.s221.e2	15040800.s221.e3	norelation
15040800.s221.e1	15040800.s221.e2	norelation
15040800.s223.e1	15040800.s223.e2	norelation
15040800.s233.e1	15040800.s233.e2	norelation
15040800.s234.e1	15040800.s234.e2	norelation
15040800.s235.e1	15040800.s235.e2	effect
15040800.s237.e1	15040800.s237.e2	norelation
15040800.s238.e1	15040800.s238.e2	norelation
15040800.s247.e1	15040800.s247.e3	norelation
15040800.s247.e1	15040800.s247.e2	norelation
15040800.s247.e2	15040800.s247.e3	norelation
15040800.s252.e1	15040800.s252.e2	norelation
15040800.s255.e1	15040800.s255.e2	norelation
15040800.s261.e1	15040800.s261.e2	norelation
15040800.s281.e1	15040800.s281.e3	norelation
15040800.s281.e2	15040800.s281.e3	norelation
15040800.s281.e1	15040800.s281.e2	norelation
15040800.s285.e1	15040800.s285.e2	norelation
15040800.s309.e1	15040800.s309.e2	norelation
15040800.s319.e1	15040800.s319.e2	norelation
15040800.s357.e1	15040800.s357.e2	norelation
15040800.s359.e1	15040800.s359.e3	effect
15040800.s359.e1	15040800.s359.e2	effect
15040800.s359.e2	15040800.s359.e3	norelation
15040800.s361.e1	15040800.s361.e2	norelation
15040800.s363.e1	15040800.s363.e2	norelation
15040800.s364.e1	15040800.s364.e2	effect
15040800.s365.e1	15040800.s365.e2	norelation
14737183.s31.e1	14737183.s31.e2	norelation
14737183.s72.e1	14737183.s72.e2	norelation
14737183.s74.e1	14737183.s74.e2	effect
14737183.s77.e1	14737183.s77.e2	norelation
14737183.s157.e1	14737183.s157.e2	norelation
14737183.s298.e1	14737183.s298.e4	norelation
14737183.s298.e2	14737183.s298.e4	advise
14737183.s298.e3	14737183.s298.e4	norelation
14737183.s298.e1	14737183.s298.e2	norelation
14737183.s298.e1	14737183.s298.e3	norelation
14737183.s298.e2	14737183.s298.e3	advise
14737183.s307.e1	14737183.s307.e2	norelation
15061865.s5.e1	15061865.s5.e2	norelation
15061865.s7.e1	15061865.s7.e2	norelation
15061865.s16.e2	15061865.s16.e3	norelation
15061865.s16.e1	15061865.s16.e3	effect
15061865.s16.e1	15061865.s16.e2	effect
15061865.s17.e1	15061865.s17.e2	norelation
15061865.s18.e1	15061865.s18.e2	norelation
15061865.s18.e2	15061865.s18.e3	norelation
15061865.s18.e2	15061865.s18.e4	norelation
15061865.s18.e1	15061865.s18.e3	norelation
15061865.s18.e1	15061865.s18.e4	norelation
15061865.s18.e3	15061865.s18.e4	effect
15061865.s19.e1	15061865.s19.e2	effect
15061865.s21.e1	15061865.s21.e2	effect
15061865.s24.e1	15061865.s24.e2	mechanism
15061865.s25.e1	15061865.s25.e2	norelation
15061865.s56.e1	15061865.s56.e2	norelation
15061865.s60.e1	15061865.s60.e2	effect
15061865.s62.e1	15061865.s62.e2	norelation
15061865.s63.e1	15061865.s63.e2	norelation
15061865.s73.e1	15061865.s73.e2	norelation
15061865.s78.e1	15061865.s78.e2	norelation
11897010.s13.e1	11897010.s13.e2	advise
17696610.s166.e1	17696610.s166.e3	norelation
17696610.s271.e2	17696610.s271.e3	norelation
17696610.s271.e1	17696610.s271.e2	norelation
17696610.s271.e1	17696610.s271.e3	effect
15819996.s1.e1	15819996.s1.e2	norelation
15819996.s13.e1	15819996.s13.e2	norelation
15819996.s14.e1	15819996.s14.e2	norelation
15819996.s16.e1	15819996.s16.e2	norelation
15819996.s37.e1	15819996.s37.e2	norelation
15819996.s37.e1	15819996.s37.e3	norelation
15819996.s37.e2	15819996.s37.e3	norelation
15819996.s193.e1	15819996.s193.e2	norelation
15819996.s249.e1	15819996.s249.e2	advise
15819996.s251.e1	15819996.s251.e3	norelation
15819996.s251.e2	15819996.s251.e3	norelation
15819996.s256.e1	15819996.s256.e2	norelation
15819996.s259.e3	15819996.s259.e5	norelation
15819996.s259.e3	15819996.s259.e6	norelation
15819996.s259.e3	15819996.s259.e7	norelation
15819996.s259.e1	15819996.s259.e3	effect
15819996.s259.e2	15819996.s259.e3	norelation
15819996.s259.e3	15819996.s259.e4	norelation
15819996.s259.e3	15819996.s259.e8	advise
15819996.s259.e5	15819996.s259.e6	norelation
15819996.s259.e5	15819996.s259.e7	norelation
15819996.s259.e1	15819996.s259.e5	effect
15819996.s259.e2	15819996.s259.e5	norelation
15819996.s259.e4	15819996.s259.e5	norelation
15819996.s259.e5	15819996.s259.e8	norelation
15819996.s259.e6	15819996.s259.e7	norelation
15819996.s259.e1	15819996.s259.e6	effect
15819996.s259.e2	15819996.s259.e6	norelation
15819996.s259.e4	15819996.s259.e6	norelation
15819996.s259.e6	15819996.s259.e8	norelation
15819996.s259.e1	15819996.s259.e7	norelation
15819996.s259.e2	15819996.s259.e7	norelation
15819996.s259.e4	15819996.s259.e7	norelation
15819996.s259.e7	15819996.s259.e8	norelation
15819996.s259.e1	15819996.s259.e2	mechanism
15819996.s259.e1	15819996.s259.e4	effect
15819996.s259.e1	15819996.s259.e8	norelation
15819996.s259.e2	15819996.s259.e4	norelation
15819996.s259.e2	15819996.s259.e8	norelation
15819996.s259.e4	15819996.s259.e8	norelation
15819996.s270.e3	15819996.s270.e5	norelation
15819996.s270.e1	15819996.s270.e3	norelation
15819996.s270.e3	15819996.s270.e4	norelation
15819996.s270.e2	15819996.s270.e3	norelation
